title,company,skills,description
Enforcement Attorney,New York City Department of Finance,Various IT Skills,"nyc department of finance dof is responsible for administering the tax revenue laws of the city fairly efficiently and transparently to instill public confidence and encourage compliance while providing exceptional customer service

the legal affairs division serves as the inhouse legal department for dof providing professional and comprehensive legal advice and services in support of a full range of city tax and other revenuerelated matters legal affairs division attorneys and staff handle a wide range of legal issues including real property taxes and exemptions business income and excise taxes collections parking violations treasury land registry foil and employment law

reporting to the director of parking the parking enforcement unit handles claims and issues raised by vehicle owners and lien holders when cars are booted or towed to enforce city parking violation judgments attorneys in the unit meet with vehicle owners or lienholders to make determinations relating to vehicles subject to enforcement and prepare review and sign collection andor enforcement legal documents relating to the enforcement of unpaid city parking judgments

the parking enforcement unit seeks an enthusiastic selfmotivated attorney to handle the following parking and enforcement functions as directed by the unit director with latitude for independent judgment and unreviewed action and decision
 perform legal work involving issues of fact and questions of law including laws relating to parking violations priority relating to the vehicle cplr enforcement and the nys vehicle and traffic law
 perform legal research and draft memorandum legal responses and other documents as needed prepare review andor sign legal collection and enforcement documents as needed research and prepare executions for collateral parking judgment debt as appropriate
 assist the public directly with complex legal problems resulting from the sheriff boot program meet with motorists to explain decisions and legal requirements relating to their vehicles and parking debt
 represent the agency at administrative hearings and other forums as needed the attorney will be required to travel to all boroughs for hearings as needed
 handle general legal matters and special assignments and serve as of counsel to the special assistant corporation counsel research and draft legal responses to claims or actions filed against the agency as needed assist in providing legal counsel to the agencys operational staff participate on division and agency projects

minimum qual requirements
 admission to the new york state bar
 one year of satisfactory united states legal experience subsequent to admission to any state bar or
 six months of satisfactory service as an agency attorney interne 

incumbents must remain members of the new york state bar in good standing for the duration of this employment

in addition to meeting the minimum qualification requirements
to be assigned to assignment level al ii candidates must have one year of experience at assignment level i or two years of comparable legal experience subsequent to admission to the bar in the areas of law related to the assignment to be assigned to al iii candidates must have two years of experience in assignment levels i andor ii or three years of comparable legal experience subsequent to admission to the bar in the areas of law related to the assignment

preferred skills
 experience with administrative proceedings andor parking violations related matters and booting  towing is a plus
 experience with stars and nycserv
 excellent communication and interpersonal skills as well as strong research and writing abilities and the demonstrated ability to successfully balance multiple assignments and projects and a willingness to be flexible to handle the changing needs of the division is preferred
 ability to write clearly concisely and present complicated legal issues in a manner that is simple and readily understandable

additional information
the city of new york is an inclusive equal opportunity employer committed to recruiting and retaining a diverse workforce and providing a work environment that is free from discrimination and harassment based upon any legally protected status or protected characteristic including but not limited to an individuals sex race color ethnicity national origin age religion disability sexual orientation veteran status gender identity or pregnancy

in compliance with federal law all persons hired will be required to verify identity and eligibility to work in the united states and to complete the required employment eligibility verification document form upon hire

residency requirement
new york city residency is generally required within  days of appointment however city employees in certain titles who have worked for the city for  continuous years may also be eligible to reside in nassau suffolk putnam westchester rockland or orange county to determine if the residency requirement applies to you please discuss with the agency representative at the time of interview"
"Attorney, CAMBA Legal Services, Brooklyn",CAMBA,Various IT Skills,"who we are camba is a community of staff volunteers clients donors neighbors and partners who work together to build an inclusive new york city where all children and adults have access to the resources and supports they need to thrive we take a comprehensive approach by offering more than  integrated programs in education  youth development family support job training  employment support services health housing and legal services we reach more than  individuals and families each year at our  locations including  youth camba serves a diverse cross section of new yorkers from new mothers in brownsville to job seekers in the rockaways more than half of our clients are immigrants and refugees from around the globe over  of our families are in living in poverty reflecting the challenges faced by nearly  million new yorkers today

camba legal services cls has provided free highquality legal representation and advice to new yorkers facing eviction and foreclosure fighting high consumer debt seeking us residency and surviving domestic violence for more than  years cls uses its diverse resources to offer holistic representation and advice in particular the housing unit preserves affordable housing for brooklyn and staten islands lowincome communities through representation of lowincome individuals and families throughout brooklyn and staten island who are facing threats of eviction harassment or issues of habitability additionally the housing unit advocates on behalf of clients to retain or attain crucial public benefits that can preserve affordable housing the support staff law graduates and staff attorneys at camba legal services are unionized with the association of legal aid attorneys uaw local  as the camba legal services workers union

position staff attorney

reports to supervisorprogram director

location brooklyn new york

what the staff attorney does
 provide direct legal representation and advice to the clients of camba legal services
 litigate cases in housing court administrative forums and other state courts on behalf of people facing eviction and in affirmative cases challenging those who threaten brooklyn residents ability to retain affordable housing
 regularly appear in court persuasively advocate for clients conduct interviews draft motions prepare for trial and negotiate settlements

minimum educationexperience required
 juris doctorate
 must be admitted to new york state bar

other requirements
 knowledge of and experience in landlordtenant law preferred
 demonstrated commitment to poverty law and social justice work
 excellent analytical writing and communication skills ability to multitask in fastpaced environment excellent organizational skills
 ability to converse with clients in a language other than english preferred haitiancreole arabic spanish russian etc

the support staff law graduates and staff attorneys at camba legal services are unionized with the association of legal aid attorneys uaw local  as the camba legal services workers union

camba is a city contractor that provides services where employees can be expected to physically interact with members of the public all camba staff are subject to the citys october   covid vaccine mandate whether they have direct involvement with members of the public or they support others who have direct involvement

all new hires must provide proof of vaccination against the covid virus unless they have been granted a reasonable accommodation for religious or medical reasons if you are offered employment at camba this requirement must be met by your date of hire unless a reasonable accommodation is received and approved by camba

job type fulltime

pay    per year

schedule
  hour shift

work location one location"
"Attorney in Brooklyn, NY",Brooklyn Defender Services,Various IT Skills,article  attorney the candidate will meet clients and arraign new cases on intake will work collaboratively with supervisors social workers paralegals and administrative staff to develop case strategy investigate facts and build trusting relationships with clients communicate regularly with clients to understand their goals and to provide them with the information they need to make decisions about their case represent clients at emergency hearings fact finding trials dispositional hearings permanency hearings and termination of parental rights trials in collaboration with our law and appeals team and paralegal team write motions memos of law and appellate papers maintain case files notes and court appearance data on our case management and document management systems additional responsibilities as assigned
Staff Attorney,Access Justice Brooklyn,Various IT Skills,"position overview

access justice brooklyn has an exciting opportunity for an attorney to serve as a staff attorney for its consumer law practice the staff attorney will oversee all aspects of our volunteer lawyer for the day consumer debt program vlfd program in kings county civil court and will work with our director of legal services and staff to strengthen our consumer debt practice including chapter  bankruptcy fair debt collection practices act practice and the civil legal advice and resource office claro which delivers critical advice and representation to hundreds of litigants a year the staff attorney will have the unique opportunity to shape access justice brooklyns work and leadership in an evolving practice area as the economic crisis continues requiring innovative and coordinated responses

key responsibilities

 manage all aspects of the access justice brooklyns vlfd program

 recruit volunteer attorneys to provide pro bono representation to access justice brooklyn clients by conducting cle trainings and presentations on consumer debt and bankruptcy

 mentor and support volunteer attorneys law students and staff handling consumer debt and bankruptcy matters

 oversee claro clinics in civil court including staffing recruitment and supervision of volunteers and law students

 maintain a caseload of consumer debt and bankruptcy matters

 conduct intake and provide advice and brief services to brooklyn residents who are proceeding pro se in consumer debt and bankruptcy matters

 conduct and organize community outreach and know your rights presentations

 prepare program reports and assist with grant reports and proposals as needed

ensure milestones and programmatic goals are met

 participate in strategic planning program assessment special projects and initiatives and other organizational work as needed

 serve on committees task forces and panels relating to policy issues and reform efforts

qualifications

 admission to nys bar is required  experience litigating consumer debt cases in new york state is preferred

 experience with chapter  andor chapter  bankruptcy filings is preferred

 passion for social justice and pro bono

 exceptional attention to detail

 strong negotiation and litigation skills

 strong problemsolving interpersonal and oral and written communication skills

 flexibility creativity and a sense of humor

 ability to thrive in a fastpaced environment and prioritize while working under multiple deadlines

 outgoing and professional demeanor for interacting with a wide range of individuals from different cultures and backgrounds

 fluency in spanish is helpful but not required

salary

competitive and commensurate with experience benefits include medical dental vision life accidental death and longterm disability insurance  plan with employer match flexible spending accounts pretax transit program and liberal paid time off policy

application

email resume and cover letter to jobsaccessjusticebkorg only qualified applicants will be contacted for an interview no phone calls please

access justice brooklyn is an equal opportunity employer we actively recruit and seek to grow and maintain a diverse staff including but not limited to race ethnicity and national origin disability socioeconomic background and sexual orientation and gender identity"
Sales And Marketing Specialist,FOOD IN MOTION INC.,Various IT Skills,"if you have sales experience in events and can bring in business then you can join our team

and potentially become a partnerin addition to sales this person can help organize and run events"
US Sales & Marketing - Consumer Specialist - Executive Director,JPMorgan Chase,Various IT Skills,"the global specialist sales is comprised of individual sector specialists who are client facing and an integral part of the trading floor the specialist is a central point of contact on their sector across research generalist sales salestraders trading derivatives and banking our clients are some of the largest asset managers and hedge funds globally our aim is to be experts in our stocks  but also to provide a shorter term more commercial view on how they will trade were a close partner with banking on ipos capital raises and secondary market block salesproviding market feedback and color on valuations

opportunity

the role is to lead the specialist sales coverage in us consumer

key responsibilities
 working with trading to help monetize research calls
 working closely with research to commercialize research calls
 preparing daily market commentary on key newsflow
 client calls and meetings on the sector
 working with banking on ipo pitches primary capital raises and secondary market blocks within the sector coverage

requirements

the specialist sales role is diverse and fast paced organization attention to detail and the ability to react quickly and calmly to events are key a background in equity research or sector trading or ib is useful though not essential

essential skills
 strong knowledge of the consumer sector
 excellent understanding of equity market valuations
 good working knowledge of derivatives
 excellent time management skills
 the candidate also needs to be able to write well and be highly articulate

jpmorgan chase  co one of the oldest financial institutions offers innovative financial solutions to millions of consumers small businesses and many of the worlds most prominent corporate institutional and government clients under the jp morgan and chase brands our history spans over  years and today we are a leader in investment banking consumer and small business banking commercial banking financial transaction processing and asset management

we recognize that our people are our strength and the diverse talents they bring to our global workforce are directly linked to our success we are an equal opportunity employer and place a high value on diversity and inclusion at our company we do not discriminate on the basis of any protected attribute including race religion color national origin gender sexual orientation gender identity gender expression age marital or veteran status pregnancy or disability or any other basis protected under applicable law in accordance with applicable law we make reasonable accommodations for applicants and employees religious practices and beliefs as well as any mental health or physical disability needs

the health and safety of our colleagues candidates clients and communities has been a top priority in light of the covid pandemic jpmorgan chase was awarded the well healthsafety rating for all of our  locations globally based on our operational policies maintenance protocols stakeholder engagement and emergency plans to address a postcovid environment

as a part of our commitment to health and safety we have implemented various covidrelated health and safety requirements for our workforce employees are expected to follow the firms current covid or other infectious disease health and safety requirements including local requirements requirements include sharing information including your vaccine card in the firms vaccine record tool and may include mask wearing requirements may change in the future with the evolving public health landscape jpmorgan chase will consider accommodation requests as required by applicable law

equal opportunity employerdisabilityveterans"
Sales & Marketing Specialist,Prodigy Acquisitions,Various IT Skills,"description prodigy acquisitions has recently expanded with a new client and are looking for a sales marketing specialist to help support the sales and management teams we are focused on developing and enhancing the competitive nature and willingness to lead within every potential candidate this is a valuable opportunity for those who want experience in team leadership sales entrepreneurship and anybody with a competitive mindset

our team enjoys
 an excellent work environment where fun meets success
 guaranteed base pay and weekly bonuses
 oneonone mentorship
 paid training bonuses and weekly leadership development meetings
 travel opportunities

responsibilities include
 utilizing strong leadership skills to build a high performance crossfunctional team environment
 assisting in the daily operations with client and keeping up to date with client promotions
 managing customer acquisition and retention by driving sales with a high level of customer service

job requirements
 competitive individuals with a winning mentality
 team captains ready to lead and train
 candidates who are serious about a longterm career with a growing industry"
Marketing Specialist,"Thom Browne, Inc.",Various IT Skills,"about us

thom browne inc is a highly coveted luxury fashion brand based in nyc founded in  the brand represents individuality within uniformity questioning traditional proportions to consistently convey a true american sensibility rooted in quality craftsmanship and precise tailoring we pride ourselves on our core values of respect and collaboration challenging ourselves to express creativity and continuously innovate we attract ambitious individuals who operate in unique ways while upholding exceptional craftsmanship and excellence

the role
 support the marketing team with execution of brand digital retail and wholesale product campaigns
 work with crossfunctional partners across creative digital retail and wholesale channels to maintain timely delivery of assets and communications of global marketing campaigns
 support digital marketing with day to day maintenance of global marketingcommunications calendars
 communicate detailed campaign updates directly to internal teams
 uphold email and product marketing briefs and deliveries
 analyze trends to identify new marketing opportunities
 develop and create marketing materials such as sales and product collateral and ensure brand guidelines are met

skills
 bachelors degree in business administration marketing communications or a related field
  years of experience in marketing
 excellent analytical skills and a knack for data analysis
 excellent written and verbal communication skills
 skilled in writing and editing content with an attention to detail
 strong prioritization organization and project management skills
 ability to travel as necessary

what we offer you
 competitive pay
 comprehensive benefits package  k company match
 thom browne uniform  uniform allowance
 diverse and inclusive working environment"
Senior Sales Marketing Specialist (Programmatic),The Trade Desk,Various IT Skills,"the trade desk is changing the way global brands and their agencies advertise to audiences around the world how with a mediabuying platform that helps brands deliver a more insightful and relevant ad experience for consumers  and sets a new standard for global reach accuracy and transparency

so if youre talented driven creative and hungry to bring something entirely new and wildly ambitious into the world and have some fun doing it then we want to talk

what youll do

the trade desks commercial activation team is the sales strategy and enablement arm of the global commercial team our strategists are internal consultants working to help identify and scale opportunities to drive revenue developing expertise in building solutions for brands around our proprietary technology the commercial activation team partners with business developmentsales and client services at the trade desk to provide highquality narratives for the products and services we offer our clients this team responds to and develops rfps and rfis for business across the globe collaborating crossfunctionally with product marketing business intelligence legal and other teams to ensure alignment with sales collateral and the trade desks clientfacing materials these cover capabilities product features roadmaps advertising solutions and positioning within the broader ad tech ecosystem

what youll do

as a senior sales marketing specialist programmatic you will
 learn the business inside and out you become very familiar with the trade desks platform product offering resources competitive advantages and more generally programmatic strategies
 think strategically analyze business proposals and requests to help identify and create top quality and accurate responses
 be a storyteller leverage the trade desks industryleading position and technology to clearly and succinctly articulate how we can help contribute to client success tailoring for individual brands
 following a brief submitted by the commercial team you will lead the rfprfi process of pulling together the team and needs in response this includes completion of rfi documents plus creation of externalfacing materials such as media plans and pitch decks
 work with internal teams to organize and develop the sales teams knowledge about key company initiatives and products plus seasonal and vertical insights
 partner with sales to understand the prospecting strategy and to research brands and marketplace trends that will focus on opportunities competition and positioning
 at the core you will have a passion for synthesizing complex solutions into simplified sales narratives with an eye towards revenue generation

who you are
 passionate and knowledgeable about the ad tech ecosystem and the programmatic industry
 with  years of level relevant experience in sales development media planning digital strategy salescorporate strategy or consulting ideally within ad tech a media agency the television or streaming industry or media consulting
 experienced working across several channels preferably including ctv and dooh familiarity in activating and managing campaigns desirable
 a customerfocused strategic and analytical thinker who can execute tactically to formulate a cohesive narrative utilizing a datadriven approach experienced in research undertaken using both internal and external tools which can then be used to develop insights for clients
 an independent worker selfmotivated and determined also able to work well with ambiguity and use initiative to get the job done
 an excellent communicator with the proven ability to articulate thoughts and ideas to internal and external stakeholders through superior written and verbal communication skills
 a team player who participates and leads discussions share best practices and knowledge with other commercial activation team members globally
 a quick learner whos able to grasp new technology and product changes and able to turn a concept or idea into substantive sales materials
 meticulous attention to detail and able to produce highquality work that represents the trade desk inmarket
 highly proficient in excel powerpoint word salesforce rfpi management software desirable
 four year college degree level education

li

the trade desk does not accept unsolicited resumes from search firm recruiters fees will not be paid in the event a candidate submitted by a recruiter without an agreement in place is hired such resumes will be deemed the sole property of the trade desk the trade desk is an equal opportunity employer all aspects of employment will be based on merit competence performance and business needs we do not discriminate on the basis of race color religion marital status age national origin ancestry physical or mental disability medical condition pregnancy genetic information gender sexual orientation gender identity or expression veteran status or any other status protected under federal state or local law"
Sales and Marketing Coordinator,ROSE,Various IT Skills,"rose is an awardwinning digital innovation agency focused on helping leading brands leverage cuttingedge technology to innovate and delight their customers as one of the inc  fastestgrowing private companies and the fastest growing blackowned digital agency in the us we pride ourselves on the quality of our work and partnerships with our clients we specialize in immersive technology arvr and technical partnerships leveraging web mobile and back end development

weve used webar to launch a new shoe line for adidas for over  viewers rebuilt the technology powering the new york lottery helped patrón bring gifting into the metaverse and did our part to rewild the world with leonardo dicaprio and rewild in doing so the team has won multiple webby and shorty awards been featured in vogue wwd and harpers bazaar and more importantly had fun doing it our mission is to create the most innovative digital agency of our time by guiding the worlds most impactful brandsproducts into the metaverse

rose is looking for a sales and marketing coordinator with a passion for emerging and creative technology to manage the top of funnel activities and support our new business efforts our ideal candidate is selfmotivated and has a solid understanding of the logistical aspects of project management this person will be orchestrating the efforts of the new business teams ensuring rfp and pitch deadlines are lined up and met this role also calls for creating unified timelines and managing internal project status communications at the top of funnel this role is focused on measuring and evaluating the effectiveness of our new business channels as well as ideating and executing new campaigns experience with thought leadership content marketing and seosem would be incredibly helpful the right person is data driven and has experience leading teams to measurable success

responsibilities

as a sales and marketing coordinator your responsibilities will include but are not limited to
 ensuring that all new business pitch deadlines and deliverables are created reviewed and approved ontime and are in the proper format
 managing marketing efforts across multiple channels including email events thought leadership web and social media
 manage outreach and relationships with news outlets and publications
 manage the development of case studies for marketingsales purposes
 manage the creation and submission of awards for exemplary work
 develop comprehensive documentation and templates around best practices for marketing and rfp responses to reduce time to bid and increase win rate
 create regular reports on marketing initiative effectiveness and performance against goals
 generate execute and measure the effectiveness of new marketing initiatives
 manage the brand website to achieve new business and marketing goals
 identify and quickly address risksroadblocks in order to keep pitches and marketing initiatives running smoothly
 work flexibly proactively and collaboratively with team members across multiple disciplines
 manage team calendar which includes daily internal team status meetings multiple weekly pitch status calls and deadline calendars
 ability to translate client briefs into actionable pitch plans for your team
 ability to take concise notes and determine what information needs to be shared internallyexternally to ensure all stakeholders internal and external are on the same page

role requirements
  years of experience managing projects in a new business or marketing environment inclusive of project planning team coordination and successful delivery of project deliverables
 experience working in a fast paced digital agency
 excellent written and verbal communication skills with multiple levels of business and technical leadership
 experience managing crossteam crossfunctional initiatives
 strong organizational skills with the ability to multitask while remaining detail oriented
 a team first attitude
 ability to be autonomous open and transparent
 a track record of conflictresolution and problemsolving skills particularly in a fastpaced environment
 solution oriented with a positive cando attitude
 seeks out opportunities for selfdevelopment and continuing education
 solid understanding of product design software or digital development
 solid understanding of and excitement about the immersive technology space arvr
 self motivated with the ability to work independently as well as actively contribute to project teams
 must love definingfollowing processes and have an eye for detail
 excellent listening and follow up skills
 advanced gsuite applications experience required
 experience using jira confluence and other related project management as well as common communications tools

benefits
 healthcare medical dental vision
 unlimited pto
 fsa
 life insurance
 short and long term disability
 commuter benefits
 k program with  immediately vested matching
 work from home

compensation will be based on experience"
Marketing Specialist,Healthfirst,Various IT Skills,"healthfirsts marketing specialist is responsible for the tactical execution of marketing programs related to building and maintaining brand partnerships a key player working in a team environment will lead projects that involve crossfunctional teams he she will bring to life components of healthfirsts cobranding initiatives including but not limited to maintaining partnership calendars assisting with marketing material development event coordination and collaborating with internal and external partners the incumbent will measure the impact of programs through the monitoring of marketing results and tracking data on each initiative
 assist with the creation of sales collateral and member engagement materials such as sales tools welcome kits newsletters member portal fitness rewards program birthday emails member mailings etc
 assist with the development of digital and traditional advertising executions such as tv commercials out of home advertising print ads banner and display ads seo in order to increase market share in targeted areas
 support member retention efforts across multiple lines of business
 conduct competitor marketing analysis and provide suggestions for new opportunities
 work in collaboration with other teams to ensure alignment and timely completion of deliverables

minimum qualifications
 bachelors degree from an accredited institution or equivalent experience
 communicate effectively verbally and in writing while demonstrating good grammar spelling and punctuation skills
 travel to offsite meetings and partnership events primarily in nyc  boroughs and occasionally including long island and lower westchester with own car preferred andor occasionally with company car or service
 attend offsite meetings and partnership events during business hours and occasionally outside of core hours including weekends
 spreadsheet software excel preferred skills to open and read reports efficiently manage information searchfind sortfilter format insert columnsrowsfield create additional worksheetstabs and filter
 adept at using the internet to conduct queries and perform research
 creating presentations and importing data to create tables and graphs from other applications using powerpoint preferred

preferred qualifications
 marketing experience in one or more of the following partnership programs campaigns and brand engagementactivation
 healthcare industry experience for example insurance pharmaceutical hospital medical supply managed longterm care nursing home government or other healthcare agency
 strong attention to detail planning and organizational skills
 capable of articulating conclusions and defending opinions in a persuasive manner when warranted with welldeveloped datadriven analysis that establishes trust
 ability to prioritize and work efficiently and accurately while working with multiple deadlines
 ability to work in teams and build good working relationships
 excellent presentation and communication skills
 highly motivated selfstarter results orientation and entrepreneurial spirit
 ability to troubleshoot and problem solve with minimal management oversight
 strong analytical or research skills including the ability to create pivot tables in a spreadsheet

please note since we care so greatly about our employees and members wellbeing healthfirst is moving to an environment where our employees are fully vaccinated against covid as a prospective new team member you must be fully vaccinated with a cdcfda approved covid shots to work in our offices if you are selected to interview for this role we will explain our vaccination policy in further detail and ensure you are comfortable moving forward with this company policy

we are an equal opportunity employer applicants and employees are considered for positions and are evaluated without regard to race color religion gender gender identity sexual orientation national origin age genetic information military or veteran status marital status mental or physical disability or any other protected federal stateprovince or local status unrelated to the performance of the work involved

if you have a disability under the americans with disability act or a similar law and want a reasonable accommodation to assist with your job search or application for employment please contact us by sending an email to careershealthfirstorg or calling   in your email please include a description of the accommodation you are requesting and a description of the position for which you are applying only reasonable accommodation requests related to applying for a position within healthfirst management services will be reviewed at the email address and phone number supplied thank you for considering a career with healthfirst management services

eeo law poster and supplement

all hiring and recruitment at healthfirst is transacted with a valid healthfirstorg email address only or from a recruitment firm representing our company any recruitment firm representing healthfirst will readily provide you with the name and contact information of the recruiting professional representing the opportunity you are inquiring about if you receive a communication from a sender whose domain is not healthfirstorg or not one of our recruitment partners please be aware that those communications are not coming from or authorized by healthfirst healthfirst will never ask you for money during the recruitment or onboarding process"
Growth Marketing Specialist,Pragma,Various IT Skills,"overview

were excited to be looking for a growth marketing specialist to join our team in this role youll scale our fastestgrowing ecommerce strategy by strengthening existing and building new relationships with affiliate partners through social search affiliate email product and analytics all in an effort to share our mission of bringing comfort and convenience through the information revolution

youre the perfect person for this role if youre passionate around boosting brand awareness are excellent at building and maintaining relationships and are excited to work alongside our bestinclass growth marketing team to help grow our brand

what youll do
 own all aspects of paid social across platforms including facebook and instagram including ideation setup execution reporting and optimization
 manage budgets and drive campaigns to sales and revenue targets
 respond to all inbound affiliate requests and onboard new partners
 collaborate with the current creative marketing analytics and product teams to scale test and grow revenue
 proactively increase the scale and effectiveness of campaign performance

qualification
  years experience actively managing biddable campaigns and ideally a specialist in paid socialsearch
 experience launching roi positive for an ecommerce business
 analytical mindset with the ability to optimize campaigns based on data and solve complex problems
 experience in a very fastpaced startup environment with the ability to quickly get up to speed iterate and take on different projects
 experience launching new accounts including building tracking scaling and optimizing
 experience in tracking multivariate attribution ab testing and campaign reporting
 ability to work independently
 strong attention to detail and organization skills"
Marketing Coordinator,Design Resources Group Architects AIA,Various IT Skills,"drg architects is looking for a recent graduate to join our team as a marketing coordinator drg architects will provide the necessary training for this starting position theposition will include writing preparing proposals preparing presentations graphic design marketing and social media this position will work with senior staff at the firm including our firms principals and will report to the director of business development

responsibilities include

receive prepare and submit responses for requests for proposalsqualifications rfpq

create and keep current all marketing materials such as project sheets resumes brochures and presentations

work with leadership to determine strategies on proposals and presentations handson planning and development of clientspecific responses to rfps and interview preparation

design graphics for internal communications presentations with clients or publicfacing campaigns

assist with the development and maintenance of drg s online presence including firm website and social media channels

participate in business strategic planning meetings representing marketing initiatives to management

coordinate and facilitate photoshoots with our clients and photographers

coordinate and produce award submissions

ideal candidates will have

bachelor s degree in marketing communications graphic design or related field

strong sense of graphics an interest in developing content that is both powerful and resonant editing and proofreading skills

microsoft office suite outlook word excel powerpoint

adobe creative suite experience indesign photoshop a plus

social media posting experience

excellent communication organizational interpersonal skills and ability to collaborate in a team environment

proactive ability to execute multiple projects from start to finish

if interested in applying for this position candidates should email their current resume and salary requirements to hany salib aia ncarb president  ceo  drgarchitectscom phone number 

job type fulltime

schedule

monday to friday

education

bachelor s

experience

starting position for recent graduate will provide training

work location inperson somerset nj

drg architects offers great benefits medical dental  vision  and a profitsharing plan

benefits

k

k matching

dental insurance

flexible schedule

flexible spending account

health insurance

health savings account

life insurance

paid time off

professional development assistance

retirement plan

vision insurance"
Social Media Manager,iDesign Marketing Group,Various IT Skills,"we are a marketing agency that specializes in healthcare we are looking for a talented social media manager to join our team you will be responsible for managing many nursing homes social media accounts

skills
 proven work experience as a social media manager
 hands on experience in content management
 excellent copywriting skills
 excellent communication skills
 analytical and multitasking skills

job type fulltime

pay    per hour

schedule
  hour shift
 day shift
 holidays
 monday to friday

covid considerations
no

work location one location"
Email marketing specialist,VirtualVocations,Various IT Skills,"core responsibilities include  performing daytoday email marketing activitiesensuring overall client satisfactiondeveloping and executing email marketing strategiesposition requirements include  proficiency in commonly used email marketing platformsknowledge and expertise of emailing through esp  cms platformsthe ability to write marketing copy for various industriesexperience in strategizing creating and implementing drip campaignsthe ability to strategize and implement email marketing campaignsstrong proofreading and editing skills

last updated  "
Pharmacy Marketing Representative,Promise Care NJ,Various IT Skills,"pharmacy marketing representative

description

looking for a pharmacy marketing representative to continue to enhance our sales

the company

amr pharmacy is a statewide home care pharmacy looking for a client sales representative to join our fast growing team the representative will follow up on existing leads create and manage relationships and assist customers with any issues or concerns base hourly salary plus commission with a great opportunity for growth possibility for a hybrid work model

job details
 pharmacy  sales  customer relation experience
 new referrals for pharmacy services
 friendly and persistent
 able to generate leads and land new accounts
 maintain accounts and work on referrals
 excellent verbal and written communication skills
 basic computer knowledge
 outgoing and personable
 organizational skills
 ability to multitask prioritize and manage time effectively
 pharmacy experience a plus

salary

   a year commission opportunity

job type

fulltime

qualifications
 marketing  year preferred

job type fulltime

schedule
  hour shift
 day shift
 monday to friday

experience
 marketing  year preferred
 marketing  advertising occupations  year preferred

work location on the road"
Career Coach (Remote),MedCerts,Various IT Skills,"medcerts  a stride inc company nyse lrn  is a national online training provider strengthening the workforce through innovative elearning solutions focused on certifications in highdemand areas of allied healthcare and it it serves individuals from all backgrounds including the military and their families career changers and the under and unemployed medcerts delivers career training through hdquality videobased instruction virtual simulations games and animations and onthejob training through experiential learning solutions since  the company has developed over  career programs trained and upskilled more than  individuals across the country and partnered with over  american job centers and more than  healthcare and academic organizations to build talent pipelines and provide the option of articulated college credit to our students in  medcerts was acquired by stride inc stride has transformed the teaching and learning experience for millions of people by providing innovative highquality techenabled education solutions curriculum and programs directly to students schools the military and enterprises in primary secondary and postsecondary settings for more information visit medcertscom

the primary focus of the career coach is to prepare students for securing employment through resume development interview preparation and coaching on effective job search strategies the career coach works collaboratively with job search specialists and clinical coordinators to identify relevant employment opportunities and connect students with potential employers this role is critical in fulfilling medcerts mission of a better career faster by helping students find prepare apply and ace the interview for their dream career

we are looking for someone that wants to work alongside amazing people while creating great products and experiences that make a difference in lives of thousands of adultlearners each year medcerts promotes a culture of accountability integrity and collaboration where our team members have an opportunity to develop and grow professionally

general duties and responsibilities
 coach current students and graduates on job search strategies resume development and interviewing
 guide students through career center resources
 participate in the development of new career resources
 utilize career center resources and salesforce crm to track student activities and progress
 conduct webinars on employmentrelated topics
 motivate students to complete career prep activities
 provide timely resume reviews and approvals
 provide timely evaluations of interview responses and coach student on improving interviewing skills
 support students in identifying job opportunities and clinical sites
 increase knowledge rates by collecting employment information

required qualifications
 minimum of a bachelors degree masters degree in a related field a plus
 at least one year of experience in a career advisingcoachingrecruiting role
 expertise in resume critique interview preparation and job search strategies
 ability to build relationships with students over the phone or in online conferencing tools
 ability to manage a large student caseload and hit monthly goals
 excellent customer service and follow up skills
 ability to work independently with a sense of urgency
 ability to manage and adapt to working with individuals of various backgrounds
 must be results driven and goal oriented

working conditions

this is a remote position in which work will be completed during normal business hours approximately   

equal opportunity employerprotected veteransindividuals with disabilities

the contractor will not discharge or in any other manner discriminate against employees or applicants because they have inquired about discussed or disclosed their own pay or the pay of another employee or applicant however employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information unless the disclosure is a in response to a formal complaint or charge b in furtherance of an investigation proceeding hearing or action including an investigation conducted by the employer or c consistent with the contractors legal duty to furnish information  cfr c"
